0,2.7770644199208186e-07
100,6.942773825749149e-08
200,6.942780594257047e-08
300,6.942793588669886e-08
400,6.942796480814066e-08
500,6.94279985498532e-08
600,6.942798911142258e-08
700,6.942796983044527e-08
800,3.8879660369342315e-06
900,3.887966307069882e-06
1000,3.8879660369342315e-06
1100,3.887966307069882e-06
1200,3.8879660369342315e-06
1300,3.88796576700068e-06
1400,3.88796576700068e-06
1500,3.887965497067167e-06
1600,3.8879660369342315e-06
1700,3.88796576700068e-06
1800,3.887966307069882e-06
1900,3.887966307069882e-06
2000,3.8879660369342315e-06
2100,3.887966307069882e-06
2200,3.887966307069882e-06
2300,3.887966307069882e-06
2400,3.8879660369342315e-06
2500,3.8879660369342315e-06
2600,3.88796576700068e-06
2700,3.887966307069882e-06
2800,3.957394001944434e-06
2900,3.887966307069882e-06
3000,3.887965497067167e-06
3100,3.887965497067167e-06
3200,3.818538071924029e-06
3300,3.818538071924029e-06
3400,3.8879660369342315e-06
3500,3.818538071924029e-06
3600,3.88796576700068e-06
3700,3.8879660369342315e-06
3800,3.957394001944434e-06
3900,3.957393727190641e-06
4000,3.957393727190641e-06
4100,3.957393452436886e-06
4200,3.88796576700068e-06
4300,3.88796576700068e-06
4400,3.957393177481108e-06
4500,3.88796576700068e-06
4600,3.887966307069882e-06
4700,3.957394001944434e-06
4800,3.8879660369342315e-06
4900,3.957393727190641e-06
5000,3.88796576700068e-06
5100,3.818538602352819e-06
5200,4.026821128030586e-06
5300,3.88796576700068e-06
5400,3.957393727190641e-06
5500,3.957393727190641e-06
5600,4.026821687380601e-06
5700,3.957393727190641e-06
5800,4.026821128030586e-06
5900,4.026821128030586e-06
6000,4.026821128030586e-06
6100,3.88796576700068e-06
6200,3.957393727190641e-06
6300,3.957394001944434e-06
6400,3.818538071924029e-06
6500,4.026821687380601e-06
6600,3.957393177481108e-06
6700,3.957393727190641e-06
6800,3.957393727190641e-06
6900,3.88796576700068e-06
7000,3.7491098468228207e-06
7100,3.887965497067167e-06
7200,3.8879660369342315e-06
7300,3.957393452436886e-06
7400,4.096248794185906e-06
7500,3.887965497067167e-06
7600,3.8879660369342315e-06
7700,3.818538071924029e-06
7800,3.8879660369342315e-06
7900,4.026821407806605e-06
8000,4.096249078580065e-06
8100,4.0962496473685e-06
8200,4.026821687380601e-06
8300,4.026821687380601e-06
8400,4.026821407806605e-06
8500,4.165677318343982e-06
8600,4.0962496473685e-06
8700,3.749110106913826e-06
8800,4.026821407806605e-06
8900,4.096249078580065e-06
9000,4.165677029129544e-06
9100,4.30453263117156e-06
9200,4.096248794185906e-06
9300,3.887965497067167e-06
9400,4.026821128030586e-06
9500,4.026821128030586e-06
9600,3.887965497067167e-06
9700,3.887965497067167e-06
